Port,Service,Description
29152,,Unassigned
29153,,Unassigned
29154,,Unassigned
29155,,Unassigned
29156,,Unassigned
29157,,Unassigned
29158,,Unassigned
29159,,Unassigned
29160,,Unassigned
29161,,Unassigned
29162,,Unassigned
29163,,Unassigned
29164,,Unassigned
29165,,Unassigned
29166,,Unassigned
29167,otmp,ObTools Message Protocol
29168,sbcap,SBcAP in 3GPP
29169,iuhsctpassoc,HNBAP and RUA Common Association
29170,,Unassigned
29171,,Unassigned
29172,,Unassigned
29173,,Unassigned
29174,,Unassigned
29175,,Unassigned
29176,,Unassigned
29177,,Unassigned
29178,,Unassigned
29179,,Unassigned
29180,,Unassigned
29181,,Unassigned
29182,,Unassigned
29183,,Unassigned
29184,,Unassigned
29185,,Unassigned
29186,,Unassigned
29187,,Unassigned
29188,,Unassigned
29189,,Unassigned
29190,,Unassigned
29191,,Unassigned
29192,,Unassigned
29193,,Unassigned
29194,,Unassigned
29195,,Unassigned
29196,,Unassigned
29197,,Unassigned
29198,,Unassigned
29199,,Unassigned
29200,,Unassigned
29201,,Unassigned
29202,,Unassigned
29203,,Unassigned
29204,,Unassigned
29205,,Unassigned
29206,,Unassigned
29207,,Unassigned
29208,,Unassigned
29209,,Unassigned
29210,,Unassigned
29211,,Unassigned
29212,,Unassigned
29213,,Unassigned
29214,,Unassigned
29215,,Unassigned
29216,,Unassigned
29217,,Unassigned
29218,,Unassigned
29219,,Unassigned
29220,,Unassigned
29221,,Unassigned
29222,,Unassigned
29223,,Unassigned
29224,,Unassigned
29225,,Unassigned
29226,,Unassigned
29227,,Unassigned
29228,,Unassigned
29229,,Unassigned
29230,,Unassigned
29231,,Unassigned
29232,,Unassigned
29233,,Unassigned
29234,,Unassigned
29235,,Unassigned
29236,,Unassigned
29237,,Unassigned
29238,,Unassigned
29239,,Unassigned
29240,,Unassigned
29241,,Unassigned
29242,,Unassigned
29243,,Unassigned
29244,,Unassigned
29245,,Unassigned
29246,,Unassigned
29247,,Unassigned
29248,,Unassigned
29249,,Unassigned
29250,,Unassigned
29251,,Unassigned
29252,,Unassigned
29253,,Unassigned
29254,,Unassigned
29255,,Unassigned
29256,,Unassigned
29257,,Unassigned
29258,,Unassigned
29259,,Unassigned
29260,,Unassigned
29261,,Unassigned
29262,,Unassigned
29263,,Unassigned
29264,,Unassigned
29265,,Unassigned
29266,,Unassigned
29267,,Unassigned
29268,,Unassigned
29269,,Unassigned
29270,,Unassigned
29271,,Unassigned
29272,,Unassigned
29273,,Unassigned
29274,,Unassigned
29275,,Unassigned
29276,,Unassigned
29277,,Unassigned
29278,,Unassigned
29279,,Unassigned
29280,,Unassigned
29281,,Unassigned
29282,,Unassigned
29283,,Unassigned
29284,,Unassigned
29285,,Unassigned
29286,,Unassigned
29287,,Unassigned
29288,,Unassigned
29289,,Unassigned
29290,,Unassigned
29291,,Unassigned
29292,,Unassigned
29293,,Unassigned
29294,,Unassigned
29295,,Unassigned
29296,,Unassigned
29297,,Unassigned
29298,,Unassigned
29299,,Unassigned
29300,,Unassigned
29301,,Unassigned
29302,,Unassigned
29303,,Unassigned
29304,,Unassigned
29305,,Unassigned
29306,,Unassigned
29307,,Unassigned
29308,,Unassigned
29309,,Unassigned
29310,,Unassigned
29311,,Unassigned
29312,,Unassigned
29313,,Unassigned
29314,,Unassigned
29315,,Unassigned
29316,,Unassigned
29317,,Unassigned
29318,,Unassigned
29319,,Unassigned
29320,,Unassigned
29321,,Unassigned
29322,,Unassigned
29323,,Unassigned
29324,,Unassigned
29325,,Unassigned
29326,,Unassigned
29327,,Unassigned
29328,,Unassigned
29329,,Unassigned
29330,,Unassigned
29331,,Unassigned
29332,,Unassigned
29333,,Unassigned
29334,,Unassigned
29335,,Unassigned
29336,,Unassigned
29337,,Unassigned
29338,,Unassigned
29339,,Unassigned
29340,,Unassigned
29341,,Unassigned
29342,,Unassigned
29343,,Unassigned
29344,,Unassigned
29345,,Unassigned
29346,,Unassigned
29347,,Unassigned
29348,,Unassigned
29349,,Unassigned
29350,,Unassigned
29351,,Unassigned
29352,,Unassigned
29353,,Unassigned
29354,,Unassigned
29355,,Unassigned
29356,,Unassigned
29357,,Unassigned
29358,,Unassigned
29359,,Unassigned
29360,,Unassigned
29361,,Unassigned
29362,,Unassigned
29363,,Unassigned
29364,,Unassigned
29365,,Unassigned
29366,,Unassigned
29367,,Unassigned
29368,,Unassigned
29369,,Unassigned
29370,,Unassigned
29371,,Unassigned
29372,,Unassigned
29373,,Unassigned
29374,,Unassigned
29375,,Unassigned
29376,,Unassigned
29377,,Unassigned
29378,,Unassigned
29379,,Unassigned
29380,,Unassigned
29381,,Unassigned
29382,,Unassigned
29383,,Unassigned
29384,,Unassigned
29385,,Unassigned
29386,,Unassigned
29387,,Unassigned
29388,,Unassigned
29389,,Unassigned
29390,,Unassigned
29391,,Unassigned
29392,,Unassigned
29393,,Unassigned
29394,,Unassigned
29395,,Unassigned
29396,,Unassigned
29397,,Unassigned
29398,,Unassigned
29399,,Unassigned
29400,,Unassigned
29401,,Unassigned
29402,,Unassigned
29403,,Unassigned
29404,,Unassigned
29405,,Unassigned
29406,,Unassigned
29407,,Unassigned
29408,,Unassigned
29409,,Unassigned
29410,,Unassigned
29411,,Unassigned
29412,,Unassigned
29413,,Unassigned
29414,,Unassigned
29415,,Unassigned
29416,,Unassigned
29417,,Unassigned
29418,,Unassigned
29419,,Unassigned
29420,,Unassigned
29421,,Unassigned
29422,,Unassigned
29423,,Unassigned
29424,,Unassigned
29425,,Unassigned
29426,,Unassigned
29427,,Unassigned
29428,,Unassigned
29429,,Unassigned
29430,,Unassigned
29431,,Unassigned
29432,,Unassigned
29433,,Unassigned
29434,,Unassigned
29435,,Unassigned
29436,,Unassigned
29437,,Unassigned
29438,,Unassigned
29439,,Unassigned
29440,,Unassigned
29441,,Unassigned
29442,,Unassigned
29443,,Unassigned
29444,,Unassigned
29445,,Unassigned
29446,,Unassigned
29447,,Unassigned
29448,,Unassigned
29449,,Unassigned
29450,,Unassigned
29451,,Unassigned
29452,,Unassigned
29453,,Unassigned
29454,,Unassigned
29455,,Unassigned
29456,,Unassigned
29457,,Unassigned
29458,,Unassigned
29459,,Unassigned
29460,,Unassigned
29461,,Unassigned
29462,,Unassigned
29463,,Unassigned
29464,,Unassigned
29465,,Unassigned
29466,,Unassigned
29467,,Unassigned
29468,,Unassigned
29469,,Unassigned
29470,,Unassigned
29471,,Unassigned
29472,,Unassigned
29473,,Unassigned
29474,,Unassigned
29475,,Unassigned
29476,,Unassigned
29477,,Unassigned
29478,,Unassigned
29479,,Unassigned
29480,,Unassigned
29481,,Unassigned
29482,,Unassigned
29483,,Unassigned
29484,,Unassigned
29485,,Unassigned
29486,,Unassigned
29487,,Unassigned
29488,,Unassigned
29489,,Unassigned
29490,,Unassigned
29491,,Unassigned
29492,,Unassigned
29493,,Unassigned
29494,,Unassigned
29495,,Unassigned
29496,,Unassigned
29497,,Unassigned
29498,,Unassigned
29499,,Unassigned
29500,,Unassigned
29501,,Unassigned
29502,,Unassigned
29503,,Unassigned
29504,,Unassigned
29505,,Unassigned
29506,,Unassigned
29507,,Unassigned
29508,,Unassigned
29509,,Unassigned
29510,,Unassigned
29511,,Unassigned
29512,,Unassigned
29513,,Unassigned
29514,,Unassigned
29515,,Unassigned
29516,,Unassigned
29517,,Unassigned
29518,,Unassigned
29519,,Unassigned
29520,,Unassigned
29521,,Unassigned
29522,,Unassigned
29523,,Unassigned
29524,,Unassigned
29525,,Unassigned
29526,,Unassigned
29527,,Unassigned
29528,,Unassigned
29529,,Unassigned
29530,,Unassigned
29531,,Unassigned
29532,,Unassigned
29533,,Unassigned
29534,,Unassigned
29535,,Unassigned
29536,,Unassigned
29537,,Unassigned
29538,,Unassigned
29539,,Unassigned
29540,,Unassigned
29541,,Unassigned
29542,,Unassigned
29543,,Unassigned
29544,,Unassigned
29545,,Unassigned
29546,,Unassigned
29547,,Unassigned
29548,,Unassigned
29549,,Unassigned
29550,,Unassigned
29551,,Unassigned
29552,,Unassigned
29553,,Unassigned
29554,,Unassigned
29555,,Unassigned
29556,,Unassigned
29557,,Unassigned
29558,,Unassigned
29559,,Unassigned
29560,,Unassigned
29561,,Unassigned
29562,,Unassigned
29563,,Unassigned
29564,,Unassigned
29565,,Unassigned
29566,,Unassigned
29567,,Unassigned
29568,,Unassigned
29569,,Unassigned
29570,,Unassigned
29571,,Unassigned
29572,,Unassigned
29573,,Unassigned
29574,,Unassigned
29575,,Unassigned
29576,,Unassigned
29577,,Unassigned
29578,,Unassigned
29579,,Unassigned
29580,,Unassigned
29581,,Unassigned
29582,,Unassigned
29583,,Unassigned
29584,,Unassigned
29585,,Unassigned
29586,,Unassigned
29587,,Unassigned
29588,,Unassigned
29589,,Unassigned
29590,,Unassigned
29591,,Unassigned
29592,,Unassigned
29593,,Unassigned
29594,,Unassigned
29595,,Unassigned
29596,,Unassigned
29597,,Unassigned
29598,,Unassigned
29599,,Unassigned
29600,,Unassigned
29601,,Unassigned
29602,,Unassigned
29603,,Unassigned
29604,,Unassigned
29605,,Unassigned
29606,,Unassigned
29607,,Unassigned
29608,,Unassigned
29609,,Unassigned
29610,,Unassigned
29611,,Unassigned
29612,,Unassigned
29613,,Unassigned
29614,,Unassigned
29615,,Unassigned
29616,,Unassigned
29617,,Unassigned
29618,,Unassigned
29619,,Unassigned
29620,,Unassigned
29621,,Unassigned
29622,,Unassigned
29623,,Unassigned
29624,,Unassigned
29625,,Unassigned
29626,,Unassigned
29627,,Unassigned
29628,,Unassigned
29629,,Unassigned
29630,,Unassigned
29631,,Unassigned
29632,,Unassigned
29633,,Unassigned
29634,,Unassigned
29635,,Unassigned
29636,,Unassigned
29637,,Unassigned
29638,,Unassigned
29639,,Unassigned
29640,,Unassigned
29641,,Unassigned
29642,,Unassigned
29643,,Unassigned
29644,,Unassigned
29645,,Unassigned
29646,,Unassigned
29647,,Unassigned
29648,,Unassigned
29649,,Unassigned
29650,,Unassigned
29651,,Unassigned
29652,,Unassigned
29653,,Unassigned
29654,,Unassigned
29655,,Unassigned
29656,,Unassigned
29657,,Unassigned
29658,,Unassigned
29659,,Unassigned
29660,,Unassigned
29661,,Unassigned
29662,,Unassigned
29663,,Unassigned
29664,,Unassigned
29665,,Unassigned
29666,,Unassigned
29667,,Unassigned
29668,,Unassigned
29669,,Unassigned
29670,,Unassigned
29671,,Unassigned
29672,,Unassigned
29673,,Unassigned
29674,,Unassigned
29675,,Unassigned
29676,,Unassigned
29677,,Unassigned
29678,,Unassigned
29679,,Unassigned
29680,,Unassigned
29681,,Unassigned
29682,,Unassigned
29683,,Unassigned
29684,,Unassigned
29685,,Unassigned
29686,,Unassigned
29687,,Unassigned
29688,,Unassigned
29689,,Unassigned
29690,,Unassigned
29691,,Unassigned
29692,,Unassigned
29693,,Unassigned
29694,,Unassigned
29695,,Unassigned
29696,,Unassigned
29697,,Unassigned
29698,,Unassigned
29699,,Unassigned
29700,,Unassigned
29701,,Unassigned
29702,,Unassigned
29703,,Unassigned
29704,,Unassigned
29705,,Unassigned
29706,,Unassigned
29707,,Unassigned
29708,,Unassigned
29709,,Unassigned
29710,,Unassigned
29711,,Unassigned
29712,,Unassigned
29713,,Unassigned
29714,,Unassigned
29715,,Unassigned
29716,,Unassigned
29717,,Unassigned
29718,,Unassigned
29719,,Unassigned
29720,,Unassigned
29721,,Unassigned
29722,,Unassigned
29723,,Unassigned
29724,,Unassigned
29725,,Unassigned
29726,,Unassigned
29727,,Unassigned
29728,,Unassigned
29729,,Unassigned
29730,,Unassigned
29731,,Unassigned
29732,,Unassigned
29733,,Unassigned
29734,,Unassigned
29735,,Unassigned
29736,,Unassigned
29737,,Unassigned
29738,,Unassigned
29739,,Unassigned
29740,,Unassigned
29741,,Unassigned
29742,,Unassigned
29743,,Unassigned
29744,,Unassigned
29745,,Unassigned
29746,,Unassigned
29747,,Unassigned
29748,,Unassigned
29749,,Unassigned
29750,,Unassigned
29751,,Unassigned
29752,,Unassigned
29753,,Unassigned
29754,,Unassigned
29755,,Unassigned
29756,,Unassigned
29757,,Unassigned
29758,,Unassigned
29759,,Unassigned
29760,,Unassigned
29761,,Unassigned
29762,,Unassigned
29763,,Unassigned
29764,,Unassigned
29765,,Unassigned
29766,,Unassigned
29767,,Unassigned
29768,,Unassigned
29769,,Unassigned
29770,,Unassigned
29771,,Unassigned
29772,,Unassigned
29773,,Unassigned
29774,,Unassigned
29775,,Unassigned
29776,,Unassigned
29777,,Unassigned
29778,,Unassigned
29779,,Unassigned
29780,,Unassigned
29781,,Unassigned
29782,,Unassigned
29783,,Unassigned
29784,,Unassigned
29785,,Unassigned
29786,,Unassigned
29787,,Unassigned
29788,,Unassigned
29789,,Unassigned
29790,,Unassigned
29791,,Unassigned
29792,,Unassigned
29793,,Unassigned
29794,,Unassigned
29795,,Unassigned
29796,,Unassigned
29797,,Unassigned
29798,,Unassigned
29799,,Unassigned
29800,,Unassigned
29801,,Unassigned
29802,,Unassigned
29803,,Unassigned
29804,,Unassigned
29805,,Unassigned
29806,,Unassigned
29807,,Unassigned
29808,,Unassigned
29809,,Unassigned
29810,,Unassigned
29811,,Unassigned
29812,,Unassigned
29813,,Unassigned
29814,,Unassigned
29815,,Unassigned
29816,,Unassigned
29817,,Unassigned
29818,,Unassigned
29819,,Unassigned
29820,,Unassigned
29821,,Unassigned
29822,,Unassigned
29823,,Unassigned
29824,,Unassigned
29825,,Unassigned
29826,,Unassigned
29827,,Unassigned
29828,,Unassigned
29829,,Unassigned
29830,,Unassigned
29831,,Unassigned
29832,,Unassigned
29833,,Unassigned
29834,,Unassigned
29835,,Unassigned
29836,,Unassigned
29837,,Unassigned
29838,,Unassigned
29839,,Unassigned
29840,,Unassigned
29841,,Unassigned
29842,,Unassigned
29843,,Unassigned
29844,,Unassigned
29845,,Unassigned
29846,,Unassigned
29847,,Unassigned
29848,,Unassigned
29849,,Unassigned
29850,,Unassigned
29851,,Unassigned
29852,,Unassigned
29853,,Unassigned
29854,,Unassigned
29855,,Unassigned
29856,,Unassigned
29857,,Unassigned
29858,,Unassigned
29859,,Unassigned
29860,,Unassigned
29861,,Unassigned
29862,,Unassigned
29863,,Unassigned
29864,,Unassigned
29865,,Unassigned
29866,,Unassigned
29867,,Unassigned
29868,,Unassigned
29869,,Unassigned
29870,,Unassigned
29871,,Unassigned
29872,,Unassigned
29873,,Unassigned
29874,,Unassigned
29875,,Unassigned
29876,,Unassigned
29877,,Unassigned
29878,,Unassigned
29879,,Unassigned
29880,,Unassigned
29881,,Unassigned
29882,,Unassigned
29883,,Unassigned
29884,,Unassigned
29885,,Unassigned
29886,,Unassigned
29887,,Unassigned
29888,,Unassigned
29889,,Unassigned
29890,,Unassigned
29891,,Unassigned
29892,,Unassigned
29893,,Unassigned
29894,,Unassigned
29895,,Unassigned
29896,,Unassigned
29897,,Unassigned
29898,,Unassigned
29899,,Unassigned
29900,,Unassigned
29901,,Unassigned
29902,,Unassigned
29903,,Unassigned
29904,,Unassigned
29905,,Unassigned
29906,,Unassigned
29907,,Unassigned
29908,,Unassigned
29909,,Unassigned
29910,,Unassigned
29911,,Unassigned
29912,,Unassigned
29913,,Unassigned
29914,,Unassigned
29915,,Unassigned
29916,,Unassigned
29917,,Unassigned
29918,,Unassigned
29919,,Unassigned
29920,,Unassigned
29921,,Unassigned
29922,,Unassigned
29923,,Unassigned
29924,,Unassigned
29925,,Unassigned
29926,,Unassigned
29927,,Unassigned
29928,,Unassigned
29929,,Unassigned
29930,,Unassigned
29931,,Unassigned
29932,,Unassigned
29933,,Unassigned
29934,,Unassigned
29935,,Unassigned
29936,,Unassigned
29937,,Unassigned
29938,,Unassigned
29939,,Unassigned
29940,,Unassigned
29941,,Unassigned
29942,,Unassigned
29943,,Unassigned
29944,,Unassigned
29945,,Unassigned
29946,,Unassigned
29947,,Unassigned
29948,,Unassigned
29949,,Unassigned
29950,,Unassigned
29951,,Unassigned
29952,,Unassigned
29953,,Unassigned
29954,,Unassigned
29955,,Unassigned
29956,,Unassigned
29957,,Unassigned
29958,,Unassigned
29959,,Unassigned
29960,,Unassigned
29961,,Unassigned
29962,,Unassigned
29963,,Unassigned
29964,,Unassigned
29965,,Unassigned
29966,,Unassigned
29967,,Unassigned
29968,,Unassigned
29969,,Unassigned
29970,,Unassigned
29971,,Unassigned
29972,,Unassigned
29973,,Unassigned
29974,,Unassigned
29975,,Unassigned
29976,,Unassigned
29977,,Unassigned
29978,,Unassigned
29979,,Unassigned
29980,,Unassigned
29981,,Unassigned
29982,,Unassigned
29983,,Unassigned
29984,,Unassigned
29985,,Unassigned
29986,,Unassigned
29987,,Unassigned
29988,,Unassigned
29989,,Unassigned
29990,,Unassigned
29991,,Unassigned
29992,,Unassigned
29993,,Unassigned
29994,,Unassigned
29995,,Unassigned
29996,,Unassigned
29997,,Unassigned
29998,,Unassigned
29999,,Reserved
30000,,Reserved
30001,pago-services1,Pago Services 1
30002,pago-services2,Pago Services 2
30003,amicon-fpsu-ra,Amicon FPSU-IP Remote Administration
30004,,Reserved
30005,,Unassigned
30006,,Unassigned
30007,,Unassigned
30008,,Unassigned
30009,,Unassigned
30010,,Unassigned
30011,,Unassigned
30012,,Unassigned
30013,,Unassigned
30014,,Unassigned
30015,,Unassigned
30016,,Unassigned
30017,,Unassigned
30018,,Unassigned
30019,,Unassigned
30020,,Unassigned
30021,,Unassigned
30022,,Unassigned
30023,,Unassigned
30024,,Unassigned
30025,,Unassigned
30026,,Unassigned
30027,,Unassigned
30028,,Unassigned
30029,,Unassigned
30030,,Unassigned
30031,,Unassigned
30032,,Unassigned
30033,,Unassigned
30034,,Unassigned
30035,,Unassigned
30036,,Unassigned
30037,,Unassigned
30038,,Unassigned
30039,,Unassigned
30040,,Unassigned
30041,,Unassigned
30042,,Unassigned
30043,,Unassigned
30044,,Unassigned
30045,,Unassigned
30046,,Unassigned
30047,,Unassigned
30048,,Unassigned
30049,,Unassigned
30050,,Unassigned
30051,,Unassigned
30052,,Unassigned
30053,,Unassigned
30054,,Unassigned
30055,,Unassigned
30056,,Unassigned
30057,,Unassigned
30058,,Unassigned
30059,,Unassigned
30060,,Unassigned
30061,,Unassigned
30062,,Unassigned
30063,,Unassigned
30064,,Unassigned
30065,,Unassigned
30066,,Unassigned
30067,,Unassigned
30068,,Unassigned
30069,,Unassigned
30070,,Unassigned
30071,,Unassigned
30072,,Unassigned
30073,,Unassigned
30074,,Unassigned
30075,,Unassigned
30076,,Unassigned
30077,,Unassigned
30078,,Unassigned
30079,,Unassigned
30080,,Unassigned
30081,,Unassigned
30082,,Unassigned
30083,,Unassigned
30084,,Unassigned
30085,,Unassigned
30086,,Unassigned
30087,,Unassigned
30088,,Unassigned
30089,,Unassigned
30090,,Unassigned
30091,,Unassigned
30092,,Unassigned
30093,,Unassigned
30094,,Unassigned
30095,,Unassigned
30096,,Unassigned
30097,,Unassigned
30098,,Unassigned
30099,,Unassigned
30100,rwp,Remote Window Protocol
30101,,Unassigned
30102,,Unassigned
30103,,Unassigned
30104,,Unassigned
30105,,Unassigned
30106,,Unassigned
30107,,Unassigned
30108,,Unassigned
30109,,Unassigned
30110,,Unassigned
30111,,Unassigned
30112,,Unassigned
30113,,Unassigned
30114,,Unassigned
30115,,Unassigned
30116,,Unassigned
30117,,Unassigned
30118,,Unassigned
30119,,Unassigned
30120,,Unassigned
30121,,Unassigned
30122,,Unassigned
30123,,Unassigned
30124,,Unassigned
30125,,Unassigned
30126,,Unassigned
30127,,Unassigned
30128,,Unassigned
30129,,Unassigned
30130,,Unassigned
30131,,Unassigned
30132,,Unassigned
30133,,Unassigned
30134,,Unassigned
30135,,Unassigned
30136,,Unassigned
30137,,Unassigned
30138,,Unassigned
30139,,Unassigned
30140,,Unassigned
30141,,Unassigned
30142,,Unassigned
30143,,Unassigned
30144,,Unassigned
30145,,Unassigned
30146,,Unassigned
30147,,Unassigned
30148,,Unassigned
30149,,Unassigned
30150,,Unassigned
30151,,Unassigned
30152,,Unassigned
30153,,Unassigned
30154,,Unassigned
30155,,Unassigned
30156,,Unassigned
30157,,Unassigned
30158,,Unassigned
30159,,Unassigned
30160,,Unassigned
30161,,Unassigned
30162,,Unassigned
30163,,Unassigned
30164,,Unassigned
30165,,Unassigned
30166,,Unassigned
30167,,Unassigned
30168,,Unassigned
30169,,Unassigned
30170,,Unassigned
30171,,Unassigned
30172,,Unassigned
30173,,Unassigned
30174,,Unassigned
30175,,Unassigned
30176,,Unassigned
30177,,Unassigned
30178,,Unassigned
30179,,Unassigned
30180,,Unassigned
30181,,Unassigned
30182,,Unassigned
30183,,Unassigned
30184,,Unassigned
30185,,Unassigned
30186,,Unassigned
30187,,Unassigned
30188,,Unassigned
30189,,Unassigned
30190,,Unassigned
30191,,Unassigned
30192,,Unassigned
30193,,Unassigned
30194,,Unassigned
30195,,Unassigned
30196,,Unassigned
30197,,Unassigned
30198,,Unassigned
30199,,Unassigned
30200,,Unassigned
30201,,Unassigned
30202,,Unassigned
30203,,Unassigned
30204,,Unassigned
30205,,Unassigned
30206,,Unassigned
30207,,Unassigned
30208,,Unassigned
30209,,Unassigned
30210,,Unassigned
30211,,Unassigned
30212,,Unassigned
30213,,Unassigned
30214,,Unassigned
30215,,Unassigned
30216,,Unassigned
30217,,Unassigned
30218,,Unassigned
30219,,Unassigned
30220,,Unassigned
30221,,Unassigned
30222,,Unassigned
30223,,Unassigned
30224,,Unassigned
30225,,Unassigned
30226,,Unassigned
30227,,Unassigned
30228,,Unassigned
30229,,Unassigned
30230,,Unassigned
30231,,Unassigned
30232,,Unassigned
30233,,Unassigned
30234,,Unassigned
30235,,Unassigned
30236,,Unassigned
30237,,Unassigned
30238,,Unassigned
30239,,Unassigned
30240,,Unassigned
30241,,Unassigned
30242,,Unassigned
30243,,Unassigned
30244,,Unassigned
